Username,Date,Reviews,Rating,Model 
Justin Oxentine-Salig,9/30/2023,"I recently purchased a Lenovo tablet, and I wanted to share my experience with it. First and foremost, I want to clarify that my review is not directed at the seller; they did their job in delivering the product promptly. It's important to note that sellers have no control over the product itself.I decided on a Lenovo tablet because I was in need of a device for both personal and work use, and Lenovo has a reputation for producing quality PCs and laptops. I carefully examined the product specs on the Lenovo website, which indicated that the tablet had 32GB of storage, expandable to 128GB with a micro SD card.However, when the tablet arrived and I went through the standard setup process, including adding my Google account and performing necessary updates, I was shocked to discover that I only had 17GB of storage space remaining. This was before even installing the apps I had planned to use.I inserted a micro SD card and attempted to set it as expandable storage on top of the internal storage, but to my disappointment, the option was nowhere to be found in the settings. After some research on the Lenovo website, I learned that the storage expansion feature had been removed in the latest system update, rendering the micro SD card usable only for photo storage.This left me frustrated as it's nearly impossible to work with only 17GB of available storage on a tablet. The operating system and updates had already consumed nearly half of the 32GB the tablet originally came with. Consequently, I promptly requested a refund and opted to purchase a Samsung Galaxy Tab with 128GB of storage.In conclusion, if you're in the market for a tablet, I would strongly advise against considering this Lenovo tablet. The unexpected removal of the storage expansion feature was a major disappointment, and the limited storage capacity severely hindered its usability for my needs.",1,Tab M9
John M.,10/26/2023,"|The media could not be loaded.|So this is a nice little tablet, I will say the folio case it comes with is okay but I would not trust it to actually protect this thing, the screen protector it came with is straight garbage and came with no tools to ensure a good application I honestly would rather it not have come with a screen protector at all.As for performance, I got this mostly as a streaming tablet but also for a little emulation and I am happy to report if you want this for emulation it is a great value get it. It can play light ps2 and gamecube games easily like Luigi's Mansion, Mario Kart, and Monster Hunter All play fine, and every system before gamecube like dreamcast, psp, n64 will all work perfectly.For video streaming I was actually dissapointef which is why I will probably end up returning this. I always watch YouTube videos at 2x and this thing it depends on the video but I would say about 50% of videos if you turn on 2x speed it runs at literally like 15fps and looks horrible, yourube was my primary reason for buying this so it just does not make sense to keep it. Netflix, hulu, disney, all seem to work fine and it does not make much sense why youtube has this issue, but it does. Also whenever an ad plays on YouTube it exits full-screen for some reason which is super annoying. I added a video showing 2x video on YouTube. In this instance it looked just fine until an ad played, then after the ad the franerate dropped to this like 10 or 15fps and looks terrible",3,Tab M9
Koshka,1/16/2025,"I don't play games on it, I am sure it's will be OK. But no matter what I do YouTube prm. pauses itself while in background and foreground. I didn't think the plastic would bother me but it does. Good tablet for under $100. Lenovo though it should be good.",4,Tab M9
Happy Shopper,1/11/2025,It seems very slow but I bought it just for one application. I dedicated the tablet for my two doorbell cameras and it works perfect for that. I'm happy,4,Tab M9
Pat,1/7/2025,"Why ""bundle"" a 13"" case with a 9"" tablet. Buyer beware, read the fine print. Don't think the picture is necessarily accurate. For $15 not worth my time to send back for a refund.",4,Tab M9
Guillermo V.,1/22/2025,Calidad esperada. Buena definición y rapidez|,5,Tab M9
Lost in paradise,11/20/2023,"So after submitting 2 support tickets and one ""help me"" message from their app on the tablet, I finally got a response to the support ticket that they were sending a replacement ""part"". This ""part"" arrived and it was a new tablet. I wasn't sure a new tablet would fix this since it looked like a software problem, so I was skeptical. I moved everything to the new tablet and it IS actually working much better. I can run all of my apps, except the one solitaire app still gets killed by the tablet. But I found the same game by another developer and it works fine. So I can live with one app not working vs maybe 4 that weren't on my old tablet. Maybe there was indeed some glitch in the hardware somewhere.So I'm raising my rating for their willingness to send a new tablet, which fixed things to the point I can live with.****Original Review****Bought this tablet in June so I've had it 5 months. This tablet initially seemed great, especially for the money and the fact that finding a decent tablet in this size range is almost impossible. It was working great until it didn't. So now I have to give the tablet only 1 star. This is mainly for the software that Lenovo has installed and which you CANNOT see, uninstall or control. It happened after their latest update.The system has a built-in memory management app that you cannot see and cannot control. After the last update, this app has gone on steroids and is very aggressive. It will shut down apps while you are using them or sometimes even before they fully open. Yes, that's right. You click on the app, you see it starting, then boom, it is is gone. I'm not talking graphic-heavy gaming apps. I'm talking solitaire card games and match-3 games. If you google this, you will find many angry posts about this and Lenovo's responses have been the typical, ""well, it is a system app so you can't do anything about it...too bad so sad.""So some apps work and some don't. I've contacted Lenovo via their app on the tablet and twice via their warrant support website since my tablet is still under warranty.  ZERO RESPONSES.  Obviously, Lenovo has no intention of addressing this issue or even any warranty issues. So buy at your own risk cuz once you buy it, you are on your own.",4,Tab M9
AHa|AHa,8/23/2023,"So I got this tablet a little while ago and here are my first impressions.I found the Lenovo M9 at 9” to be comparable with the few small android budget tablets that I've worked with over the last few years.  With its 5:3 aspect ratio, this M9 tablet sits very nicely on my palm & its very comfortable to work with.The frame – is made of metal & edges are hardly noticeable. Overall it has a very modern look and feel.Display – with its 1340x800 resolution and 368 lux, the M9 has a comparatively bright display but it’s still kind of dark when taken outside.  Indoor, this tablet has a very good contrast ratio with strong bright colors.Performance – With its MediaTek Helios G80 I had no issues opening several apps & generally transition from one page to next was very smooth.  Surfing the web was also generally good but this 4 year old SoC (system on a chip) has its limitation especially when playing games (some games couldn’t be played at all).  The same goes for working with memory intensive apps like video or sound editing.Speakers – Sound quality was surprisingly good for such an inexpensive tablet.  The stereo speaker were decent but still there were hardly any bass but then again most people probably use its 3.5 mm (or Bluetooth) to play music with a nicer (more capable) earphone or headphone.The Camera - M9 comes with 2 MP front facing camera and an 8MP rear camera.  Frankly the cameras are good for only snap shots & video conferencing as photos taken by this tablet look mostly washed out and low light photos looked grainy.  The same thing is true when taking videos which is generally adequate in good lighting condition but it can’t cope with low light conditions.Battery – This tablet comes with a 5100 mAh battery which is good enough for watching movies at mid-brightness for about 5 hours (& while connected to WIFI).  However watching movies at maximum brightness will significantly cut it to about 3.5 hours.  That said, it can be fully charged with a 10 watt charger in about 3 hours.Lenovo Tab M9 is a good affordable tablet that is modern looking (I really like the metal body) and is a good compromise between bigger tablets & tiny ones that often don’t come with a lot of features.  I only wished that it also had a LTE build-in so that my kids could watch their shows in the car so to keep them occupied.",4,Tab M9
Sue Driscoll,1/10/2025,"Great quality, nice picture",5,Tab M9
Elizabeth Marie,11/25/2024,"My wife needed a new tablet for when we travel. I have a Lenovo laptop so I went with this little gem. I am an Apple user usually, but this tablet was easy to use, has a beautiful screen, is light weight and functional. Connects to WiFi quickly without issues. The touch screen works perfect. It even came preloaded with some fun time suck game. I would say this tablet would even be user friendly for kids should your little one need a tablet.",5,Tab M9
Alicia,11/27/2023,"I picked this up this past week during the Black Friday sale, so I haven't had much time to play around with it yet. It's a cheap tablet, so my expectations weren't high. It can be slow in some cases, sometimes taking a little bit to load up some of the larger (read: Google) apps, but it's nothing beyond what I expected. It can play what few mobile games I play just fine, and play local videos and stream just fine too. My OnePlus Nord N200 phone has similar specs, just with a smaller screen, and the speeds are comparable. Entirely usable outside of some unique cases.It probably won't be great as a drawing tablet, but I'll be giving it a try anyway once I manage to pick up a decent passive stylus. I'm only using it to learn basics, so I'm able to keep my expectations reasonable. (For the record, this tablet doesn't support any active stylus types other than regular old Bluetooth. I figure I'd wait on purchasing an active stylus until I can also purchase a good tablet/2-in-1 to use with it.)I have a lot of issues with some changes that were made to Android 12L/13, but that's not really an issue with Lenovo, and from my understanding, they actually waited until the Android 13 update to implement the Android 12L taskbar, so good on them for holding out until they were sure it wasn't going away. I'm not counting that against Lenovo here.But that brings up the other reason I got it. I'm experienced with installing custom ROMs, and name brands like this one tend to have good support for them. The Developer Options section in the Settings has the toggle to unlock the bootloader, so it should be relatively simple for custom ROMs to be made for it. It may only have 3GB of RAM, but so does my OnePlus Nord N200, and that has a ton of ROMs for it.Obviously, doing such a thing isn't for the inexperienced. But I'm not, and so while I can only afford a budget tablet, getting this over, say, a generic Blackview tablet that might have more RAM for the same price, is still the better option in the end due to the longer OS support length.",4,Tab M9
debicga,9/8/2024,The only reason I bought this is my current nook tablet can not update the software so I can't get any of my new books. I wanted a tablet that was a bit bigger than the Samsung tablet I have and the size was perfect. I'm guessing Barnes & Noble has blocked nook from Lenovo tablets as that is what they currently sell as the nook branded tablet. I just spent hours getting my tablet configured and I am so unhappy right now.I am going to try and return but not sure if I can.The tablet itself is pretty awesome though and I would definitely keep it if I could download the nook app.,4,Tab M9
Kindle Customer,12/24/2024,Love it. Best price. Easy to use. Would by again,5,Tab M9
Kate,9/2/2024,"I bought this just to watch Netflix while walking on my treadmill and it’s good for that, but it is very very laggy a lot of the time. I don’t understand why because I haven’t downloaded a bunch of apps or anything, but just using the tablet to open up Netflix or something can be challenging. I still like the tablet as it works okay for what I need and it was within my budget, but I just wish it didn’t lag quite so much.",4,Tab M9
KC Kinney,10/21/2024,"Bought this tablet for an older relative. Didn't want the ads and suggestions of an ""affiliated"" device.  Good picture and sound quality. Easy setup.",4,Tab M9
DL,11/16/2024,"Purchased this tablet as a doc reader with added browsing, research capabilities but packed into a smaller one-hand held platform. For which the little 9"" form factor suits nicely. Also surprisingly the tablet had minimal app bloat, a very pleasant discovery. -- Was rather hoping for a bit more snappiness in the display/touchscreen, but overall for the form factor and the money the little tablet does the needful.",5,Tab M9
Amazon Customer,11/5/2024,perfect for me,4,Tab M9
Elizabeth,10/27/2024,So far it works good.,4,Tab M9
Marcus Kroll,8/12/2024,"Tablet comes loaded with a little bloatware; you can remove most of it - the typical Google stuff.Sound is solid, much better than a Fire tablet.Display is also superior to the Fire tablet.Price is excellent.  At this price point, you don't get absolute performance but it's good enough to do whatever most people are going to use a tablet to do.  Great value.",4,Tab M9
Carolina Jimenez Benítes,10/26/2024,Las tablets de marca Lenovo pantalla de 9 son muy buena se puede navegar súper que rápido este tiene entrada a wi-fi y con su entrada de carga recomiendo muchísimo para que las puedan usar en las oficinas en los colegios o los niños que puedan también realizar sus tareas por medio de esta tablet que es maravillosa es muy rápida navega súper que rápido no tengo ningún inconveniente me ha gustado muchísimo porque es manual es pequeña y la puedo llevar donde yo guste.|,5,Tab M9
Betty S. Sell,12/11/2024,"Long battery and intuitive,",5,Tab M9
José Olsson|José Olsson,12/9/2023,"|The media could not be loaded.|Lo primero, no llega con la funda gris que vemos en la primera foto, es una funda acrilica transparente regular, simple y funcional, pero sin estilo no esperen algo tipo book, es solo un soporte y eso. La tablet tiene una muy buena pantalla (ver video), tiene poco espacio en GB necesitaran comprarse una memoria extra, muy bueno para ver HBO Max, Crunchyroll, Netflix y Youtube mientras se hace otra cosa como cocinar y para navegar por internet en cualquier momento, pero poco más a veces se siente que tiene tirones y al procesador le cuesta llegar, los botones se sienten a veces fuera de lugar, el audio es excelente de lo mejor que tiene, su rango de wifi es muy bueno. El acabado en metal es muy bueno, excelente al tacto. No tiene recarga acelerada, a veces el tiempo de recarga puede tomar más de 1 hora. No dura 15 horas! a lo mucho durará 8-10 horas en video, pero cuando esta encendido pero sin uso puede durar varios días así. Resumen: estoy contento, me sirve para lo básico, algo de lectura, mucho de video para distraerme mientras cocino o simplemente para escuchar música.|",4,Tab M9
Miguel Cadillo Bolivar,6/28/2024,"La pantalla no es muy buena, la cámara es mala pero tiene una buena calidad en los materiales, da la impresión que es resistente y va a durar mucho tiempo.Viene con cargador, protector de pantalla el cual fue muy dificil poner ya que quedaron burbujas en la pantalla y viene con una case tipo folio muy util.Preferí comprar esta a uno de marca desconocida porque me da la impresión de que tiene una mejor calidad.|",4,Tab M9
Amazon Customer,11/14/2024,"It's an excellent tablet for day to day work, do not expect to do very heavy tasks but to use it for social network, office jobs it's ok",5,Tab M9
Amanda,8/12/2024,i did research that this was the best tablet to get for playing roblox. however we have had several issues with the tablet not working correctly and roblox doesnt work correctly for my child,4,Tab M9
Ahmary,12/4/2024,Very good quality,5,Tab M9
TAL,8/18/2024,Nice tablet but charging takes hours but not a deal breaker if u want a handy small inexpensive tablet it's good enough.,4,Tab M9
Bob,11/24/2024,Still using it. Good deal for the price.,5,Tab M9
Brian in NH,1/7/2024,"I've had many Lenovo tablets. They're cheap and I've typically gotten them to last about three years. They're not for gaming are extensive streaming, but they're better than Amazon's stuff because at least they run Android properly.For my purposes, it's for reading the news, a bit of simple games from the Play store, managing my bills, and listening to music. Nothing more. Nothing less.So far this meets expectations and the included folio case was a nice plus. But the screen protector included? Total crap. I tried getting bubbles out for an hour and the thing was still disgusting looking. For my use, this spends 95% of its life on my nightstand so I doubt I'll care. But for those who genuinely need a screen protector, you'll have to find something else as what's in the box is worthless.",4,Tab M9
Jacqueline Washington,11/20/2024,I love my tablet. I use it for all my games,5,Tab M9
Abraham Kobke,9/18/2024,"Simple, standard features, and cheap. It does have a MicroSD slot, which I didn't notice in the feature list. The case is nice to touch and good-looking.Considering the limited use case of tablets, this is the fanciest I'd go. It'll do all your scrolling, streaming, video chatting, and whatnot. As long as you're not planning to manage all your school or business work on this thing, you'll probably find it up to the task.",5,Tab M9
Thom,10/29/2024,"The Lenovo tablet is a good unit, especially for the price. This was my second Lenovo tablet purchase. Only problem was with delayed delivery. Was supposed to be delivered in three days; was actually about eight days due to some glitch between supplier and shipper. But the unit itself is very acceptable and performs well.",3,Tab M9
Wonneca,11/27/2024,I spent 3 hours trying to remove all the bloatware and finally gave up!,3,Tab M9
Bruce Deisinger,8/15/2024,Works well. Picture is good quality for the price.,4,Tab M9
CE,7/28/2023,"This review is for the Lenovo Tab M9. I noticed the reviews seem to combine both the M8 and M9. As far as the M9, I purchased the tablet during prime day for $109. For the price, you will not get a better tablet. Sure, Amazon fire tablets sometimes are cheaper, but do not offer full access to the google play store and performance. The M9 offers good performance for the price. Web browsing, and light multitasking with split screen is possible. Also, some light gaming is possible with the right settings. Of course, when compared to an iPad mini 6 (which I own) or a more expensive android tablet, the M9 will be beaten. However, I recommend the M9 if you need an entry level tablet with full access to the google play store. The screen is plenty bright and it has good built quality.As far as the included folio case, the magnets are not very strong, so it does not stay closed. Also the screen protector is plastic and flimsy. I ended up purchasing a glass tempered screen protector and am using the folio case until more are released with better form factors. Skip the M8, which is abysmally slow now and the screen is dim (I owned the third generation M8). Just be aware that the internal storage of the M9 is  limited, so if you have a lot of apps, you may use up a lot of storage quick. I use it mainly to stream YouTube, Netflix, etc and web browsing. I’ve also used it to video conference through zoom.",5,Tab M9
Conrail Quality|Conrail Quality,2/8/2024,"I bought this to replace an aging Lenovo tablet I’d purchased 4 years ago during the pandemic. It was easy to set up, and I synced it to another android device. I’ll primarily use this for watching Disney Plus or Netflix, reading, or playing an occasional game while I’m on the road and traveling for work. Doesn’t have a ton of storage space, but it suits my needs. Battery charges quickly and has decent battery life. You can certainly buy a much higher quality tablet or an iPad, but then again, you’re spending a lot more for those. Pictured with the Seymac stock Lenovo M9 tablet cover - an imitation Otterbox, of sorts.",4,Tab M9
brandon heer,1/24/2024,"I bought this as an e-reader and for the occasional streaming/light gaming. I use the app ReadEra (not a fan of Kindle) and I couldn't be happier. With the brightness turned to minimal (you don't need much for reading), I get 20+ hours easily. Streaming gets me between 3-6 depending on brightness. The included case is great quality for protection against scratches in your bag, ease of holding, and auto sleep when closed - but in no way is this going to save your tablet from a fall off the table.*This tablet is going to need a couple minutes booting to full speed when powering up. This isn't the case when waking form sleep mode - it's ready to go automatically. But expect some patience when cycling the power.*This tablet should be good for live android updates until at least next year, but runs great out of the box for the basics.*I've also dabbled with some low end retri emulation (GBA, SNES, and even PS1) - all working great especially when connected to power. The bluetooth pairs with a controller no problem.I'd buy this tablet again, especially if its on sale.",5,Tab M9
Raine Wingate,8/1/2024,"Great little tablet, looks very nice and works well",4,Tab M9
Alexa Smith,1/13/2025,"I read a lot of reviews that rated this as a decent tablet. That's all I was looking for. Something to run offline games like Solitaire. Also I wanted to be able to check my email and surf the web a bit. Well, there's so little space you can't install mail apps. And even offline in battery saver mode the board game I downloaded crashes the tablet. I think there isn't enough memory. It was cheap and I didn't expect a lot but it is worthless. Two stars only because it arrived in good shape.",2,Tab M9
Reuben W. Rogers,11/24/2024,"Locked boot loader,",3,Tab M9
Ladybone,1/12/2025,"Unlike Samsung or Dell, this tablet was very difficult to use. When I swiped upwards, I couldn't tell if I had closed apps or not. If had researched Lenovo tablets before my purchase, I wpuld have found out that I couldn't transfer apps to my SIM card; and I wouldn't have bought it, because it has only 32 GB. Yet it kept receiving apps I neither used nor needed. Glad I was able to return it. I'll try to reattach my old Samsung tablet's screen, since, other that that, it still is a good tablet.",2,Tab M9
DasPelikan,2/1/2024,"Great picture in video mode and decent speakers, too. But there's no volume control on the media player, so you're kinda stuck. the only way to adjust the sound appears to be to go all the way into Settings and change the volume setting for the entitre device instead of the media being played - Lenovo, please note.Meanwhile I'm having a ball with Kindle and Plex on my tablet, and the battery life is ever so much better than my kindle. Also the Micro USB-C charging port/plug is much more robust and secure.",4,Tab M9
J Ken Kuzenski,7/23/2023,"I've owned a BUNCH of lenovo tablets; I just got this one because my 10"" tablet isn't comfortable for reading while holding it with one hand.  This 9"" is just right in terms of size, for me.  The screen isn't quite as crisp as I'd like for reading, but it's still better than many other tablets I've had.  That is my first complaint, the second is that  I can't format a new 128G micro SD as internal storage, only as ""portable storage.""  (Lenovo's help and specifications are insanely nonspecific at times.)Those are my only complaints and overall this is  the best tablet I've had in a long time.  The case is great, mine came with a little folding cover (can't promise they all do), which is VERY useful and effective though it's just plain plastic.  My apps run very well, not too much proprietary idiotware added to the OS as far as I can tell, and all the controls and functions are fine.Overall this tablet gets a very solid ""A"" and just misses an ""A-plus.""  And it was a darned good price when I got mine.  I'm very pleased with this tablet!",5,Tab M9
Alberto B.,10/28/2024,La uso mayormente cuando viajo para leer libros en epub|,5,Tab M9
CCW,5/10/2024,"I wouldn't think anyone would compare a Honda Civic to an S-Class Mercedes, so why do people compare this tablet to those that cost much more? Compare this within it's class and price of other tablets, and this is a very solid tablet with a great screen, power, and battery life. Again, put it in perspective of the class it's in.I definitely would buy this again. As a matter of fact, this is my 2nd Lenovo tablet because the first one I purchased a few years ago is still great -  but using for a different purpose, so I needed another, so I turned to this smaller one.",5,Tab M9
Amazonian,11/11/2023,"There is a lot to like about this tablet. It's nearly the perfect size to use as a reader and for general entertainment. It feels solid and is suitably fast for general infotainment functions. Some reviewers have even reported being able to use it for light gaming. I would not expect it to perform as well for multitasking/productivity type functionality. This was going to be my go-to recommendation for anyone looking for an inexpensive but functional tablet for the next year or two. I was also ready to get one for a family member who is not especially tech savvy when, out of the blue, the tablet offered an Android 13 upgrade. Wow! So soon after procuring this tablet. Nice! Well, as it turns out, Lenovo's implementation of Android 13 on this device includes a completely pointless taskbar. This taskbar is great at getting in the way and provides little additional value when you are using this tablet as... a tablet. It might have some use if you were using this tablet for a productivity device - but this is not a tablet that is especially fit for productivity apps. This taskbar severely impedes using navigation buttons and cannot be hidden when using them. So, if you want the taskbar out of the way, you must use the default launcher and set navigation for gestures. Only once this is done, may you use a third party launcher. You can then swipe down to make the taskbar disappear. It will reappear after restarting the tablet or after unlocking. Then this workaround must be done again. Other manufacturers allow users to disable the taskbar in the interface. Lenovo's Android 13 implementation for this tablet does not allow this. I am hoping this option becomes available in a future update. But, until then, I can't recommend this tablet for anyone who might easily be confused by this new ""feature"" - and it's a regular annoyance for me, too. It's too bad. Because otherwise, this is a very nice tablet for the price point. I'll circle back and note if this issue gets resolved with a future update.",2,Tab M9
Kindle Customer,12/13/2023,"Overall this is a good deal for the price.The tablet comes with a cheap, soft case. I purchased a sturdier one with the magnetic closure and it caused all sorts of problems. Use the case that comes with it, and treat it gently.Be aware that Lenovo customer support is all virtual, and I found it difficult to navigate. You need a Lenovo account to get to a chat session. Once I got in, though, the support person tried very hard to solve the issues that turned out to be entirely due to the magnetic case.",4,Tab M9
Amazon Customer,4/20/2024,"Setup was easy. System is fast and very responsive. Only thing keeping this from getting a perfect five stars is that due to the limitations of the hardware, certain apps are not installable. So just be sure to check the system requirements for apps compared to the system specifications for this tablet.",4,Tab M9
Chris Chavez,1/9/2024,"I have not had an android tablet in quite yet some time. I tried this one out and it was everything I was hoping for… everything but one major flaw.On the good side it was fast, smooth, great picture quality. It connected fine to all my other devices and it is, in my opinion, the perfect size for a tablet.Unfortunately I did not know that android tablets have started to go the apple route and do not allow you to increase your device storage space. You can mount an SD for extra storage, but not to increase the devices internal storage. This means that you cannot put apps on the SD and with the newer android OS being close to 15gig on it’s own and the files it creates upon starting your storage space is already half gone. That is not sustainable and I’ll be sending it back. It’s very frustrating because aside from that it’s a perfect little tablet for me. Sad day…",3,Tab M9
David Dean,5/17/2024,I am used to a fire tablet so this is a little different for me. No back button for example. Swipe right to go back. NO home button. Swipe up.,4,Tab M9
P38J Lightning,8/28/2023,"Purchased this at an excellent price (109.99) for the specific purpose of having a full color eReader. It is the first tablet that I have encountered that replicates the screen size of my Nook HD+ which had an 8.9 inch screen that was truly one of the best I have encountered. This Lenovo Tab M9 has finally offered me at bare minimum an equivalent of the HD+ with a much more advanced hardware and software system and noticeably lighter! No issue adding my e-book reader app of choice (eReader Prestigio) and also the Kindle app. Could not be more pleased with its performance, ease of use, and dependability. Would like to have seen longer battery life but with Wi-Fi off and in Airplane mode, it is sufficient. As for any/all of its other tablet uses, I cannot comment. PS: Odd thing is that for reasons known only to Lenovo, if you add an SD card for additional storage, it cannot be set up so as to be included with the internal memory.",5,Tab M9
Roman Don Sanchez,10/3/2024,Easy to use. Touch sensitivity very good. Picture quality excellent. and speakers are very good.,5,Tab M9
Beyond Books,4/14/2024,"Nice tablet.  Great size. Easy to use and set up.  Super fast.  Great screen - very clear and crisp.  The battery life is a BIG disappointment- otherwise,  it would have received 5 stars.",4,Tab M9
RedGeek,3/27/2024,"I bought this tablet for work purposes as well as entertainment. I've used other Lenovo devices and this one did not disappoint. I have some hefty apps for storing documents and keeping my calendar because this becomes my brain for organizing my life and it was up to the task. I like the battery life. I have not gotten around to watching many movies on it yet, but the YouTube things I have watched wee good quality.If, like me, you're going to have this tablet do some heaving lifting, don't forget to get a MicroSD...",5,Tab M9
Roark,3/18/2024,"From the start, I liked everything about this tablet. I still continue to enjoy using it tremendously. There is very little I can think of that I would even suggest be improved. It is light to hold as a good form factor not too large not too small. The screen is nice and sharp. I keep it plugged in much of the time, however the battery life does seem decent. And it's nice to have a more up-to-date version of Android for a change because there have been small improvements here and there. Overall excellent, kudos to Lenovo again! :-)",5,Tab M9
Enmanuel R.,10/1/2024,"Overall a solid purchase, my mother loves the speed, and battery life.",5,Tab M9
Elisabeth,3/31/2024,"The tablet works well. The tablet has 32g of storage... Supposedly. However the system automatically takes up 13 g. That's a significant amount of storage. It slows up frequently. I have to go through every other day and delete images, videos, random files just to keep enough space to keep it operating smoothly. I literally have to go through every app and delete the cache or it will become glitchy. I am not a heavy user so this is pretty annoying. I either scroll FB or play ONE game. I don't use it for videos or anything. Overall it's decent for the price but I would highly recommend going with a minimum of 64gigs.",3,Tab M9
Gary,9/26/2024,"I like the performance and reliability.  I use this android tablet for all shopping, browsing, media.",5,Tab M9
Deee Man,4/14/2024,Is a pretty good tablet. There are several screen selections that aren't as intuitive as other tabs I've had.  There is a learning curve for new ways to navigate,4,Tab M9
Audrey Manning,5/19/2024,I only use this to watch TV. So I'm not sure how well it would do with games and apps. Probably fair. It does randomly lose the Wi-Fi signal and I have to restart it. But it restarts in under a minute and I can get it to reconnect within a minute too. NBD overall. I have this thing streaming stuff in the background about 5-10 hours a day. Keeps a charge for a really long time.,5,Tab M9
Amazon Customer,12/11/2023,"This tablet came with Android 12, which, when it updated to Android 13, the pull down menu which usually appears on the top of the page on Android devices disappeared.  After checking everything, it appeared that the update to Android 13 removed it.  (The menu was there when it was running Android 12.)  I have a Samsung phone with Android 13 which still shows the pull down menu, so it appears to be this tablet and not Android 13.  Also, the tablet comes with 16 GB of system files, so if you bought the 32 GB tablet it might not leave you with enough memory for your needs.  Other devices that I own which have 32 GB of memory, use noticeably less space for system files.  Although you can add a memory card, if you need the space for apps, this tablet might not work for you.  I returned it.",3,Tab M9
Rafael Cruz,10/7/2024,Excellent,5,Tab M9
Jon,12/15/2024,"You're limited to 32gb, it will not use my 256gb micro sd card that I installed. Which makes this tablet extremely limited to web browsing / streaming.  There's no space to install any programs, not sure why they include the micro sd slot when you can't use it.",2,Tab M9
RAHAlpha,8/15/2024,It's ok just for reading but soooo SLOW when trying to do even light web surfing. Spend a little more and get a better tablet.,3,Tab M9
Sammy,9/14/2024,"I love this tablet, it has very vibrant colors and has exceeded my expectations",5,Tab M9
Jack G.,1/29/2024,"I'm replacing another (older) Lenovo tablet with this one after breaking the screen on the other. I was very happy with that tablet, so I thought this would be a safe choice. Definitely a mistake.The tablet has an infuriating problem with breaking browser windows by reloading them if I switch away to another app and come back. This causes lots of problems if you have entered information previously or are using a progressive web app. There's not enough memory on the device to handle keeping inactive apps in memory. Normally that's an uncommon thing, but with this tablet it happens every time I'm browsing. Makes doing any kind of forms submission just about impossible unless you never leave the window. That dropped my rating from 4 stars to 2. (The other lost star was battery life}.The form factor is nice, the 9 inch screen is definitely a good size for reading books. The battery life isn't great, I end up charging it daily to be sure I have enough power for the next day. And there is an annoying Lenovo ""Duraspeed app restrict"" application which appears to be a watchdog to slow or lock background apps down if they use too much processor. Again, this feels like a kludge because the tablet is underpowered.Bottom line: at this price you can do better. It's not worth the headache.",2,Tab M9
Tamara Lester,2/25/2024,"I really like the speed of charging, and the fact that the charge lasts a long time.  My old Lenovo 10 is almost funny how it has to be constantly charged.",4,Tab M9
AL BREW,8/19/2024,"Great purchase to save mobile data usage.  Also, great for other uses.  I love Lenovo.  This is my 2nd purchase.",5,Tab M9
Hamilton A Santamaria,8/7/2024,"se pone lenta, poca iluminación en el día no se ve nada, es mejor poner un poco más de dinero y  comprar algo de mas calidad.|",3,Tab M9
Marc J Stormes,8/4/2024,"I purchased this for my wife.  The table works great.  The included case is fine, not the highest quality, but it does the job. Great basic tablet.",5,Tab M9
Daniel,3/24/2024,"And an impressive tablet for the price that was on sale. It is suitable for kids and holds the power for multiple usage. May not be a high-end device but Holds down to a kids usage apps and games. Comes with a case but purchased a full body armor for it due to accidental damages. Very optimized device, setting up does take some time if you have parents restrictions. But the device will walk you through for setting up.",5,Tab M9
Big Ang,10/23/2023,Screen quality is great.  Camera is okay. What I dislike the most was the fact that the tablet froze up so many times.  This can be annoying when you're completing a form online or playing a game and you basically have to come out of what you're doing and start over.  Being that I have a all-in-one Lenovo PC I expected better performance from this tablet. Unfortunately I returned.,4,Tab M9
Andriy K,8/17/2024,I bought it 2 weeks ago for my toddler to watch cartoons.It's been very good. Great battery life. Very good screen. Pretty fast.,5,Tab M9
dana mathes,9/8/2024,"Easy set up, excellent picture and sound.  I highly recommend this tablet!",5,Tab M9
Jason,1/15/2025,"This was a used piece of gear, which I understood, and was ok with. Every time I've ever purchased refurbished electronics from Amazon, it has been fine. This time was totally different.The box wasn't sealed (even with a piece of tape), the charger was missing, and the unit was completely dead upon arrival. Started working after I figured out what cable would fit the charge port, but then was met with a ""Enter your password"" screen. WHAT?Totally unusable, for me it was simply a brick which was now my responsibility to return and hope to get a replacement that is in fact unlocked and usable.Amazon Customer service were as ""nice"" as they can be being in another country, but they were just as useless about this matter as the tablet was. DO NOT BUY THIS.",1,Tab M9
TF,11/26/2024,This item came and was slower than molasses not worth the price and definitely not worth the time to even set it up it took forever to watch the wheel go around just to access even Google browser! Very poor quality....looking for better quality,2,Tab M9
Morgan and Helen|Morgan and Helen,12/29/2023,"I haven’t bought a tablet in at least a decade and am shocked at how cheap they are now. The price for this tablet is a steal! I bought it for my Mom, as she shops on her phone a lot and having a large tablet is so much easier to look at than a tiny phone screen. She loves the battery life compared to her old Galaxy phone. My Dad sometimes uses it to watch football in bed. And, as you can see, my Niece has now discovered her first tablet, and loves watching “The Ginch” on it haha.",5,Tab M9
bluedogmike,12/28/2024,"Cheaper tablet, and it shows. I would avoid, very disappointed . I bought it one year ago, and have found myself avoiding it .",2,Tab M9
Jaime,8/23/2024,Memory is small after pre-loads were taken into account but works great.,5,Tab M9
