Username,Date,Reviews,Rating
NicolaL,"Reviewed in the United States on April 6, 2024","Perfect movil phone! in excellent condition, looks like new!",5
Angel L. Perez Burgos,"Reviewed in the United States on May 24, 2024",Excelente producto,5
Angel Arturo Meza,"Reviewed in the United States on April 5, 2024",La persona que lo usa está contenta|,5
Greenluv,"Reviewed in the United States on January 21, 2024","Fast, easy to use. Would definitely recommend this phone. Have had for several months now and no complaints",5
Rob junior,"Reviewed in the United States on July 8, 2023","Love the phone , hated the fact I couldn't get my info off my other phone it was to damaged, so had to reload everything from a new and recover what I could from there, again love this phone",5
MyChaXio,"Reviewed in the United States on January 14, 2023",I bought this phone for my son.  It's a decent phone for the price and practically is brand new.  It works great and there is not problem with the phone.  I was able to get service on the phone and everything is running smoothly.,5
J. Estevez,"Reviewed in the United States on January 29, 2024",Have to say that the phone is perfect. Has no ploat ware from any carriers and 98% perfect condition.,5
angelina g.,"Reviewed in the United States on November 20, 2023","Great value and the quality of its performance is on par. Great battery life, especially since i was upgrading from an S8. Little scratches with great sound and video quality.",5
D01-021242,"Reviewed in the United States on August 29, 2023",Debo decir que lo compré un poco asustado porque nunca había comprado teléfonos  reparados pero realmente  es muy buena calidad como nuevo.100% recomendado.|,5
Juan Ignacio Iuvaro,"Reviewed in the United States on March 9, 2024","Excellent condition. Glass perfect, battery. etc. Delivery ok.",5
David H,"Reviewed in the United States on January 14, 2024",Was delivered as promised. Condition was great. Was able to get activated with no problem.,5
Amanda,"Reviewed in the United States on January 9, 2024",Item arrived well packaged with all contents. Phone looks 100% new and happy with it!,5
Jairo,"Reviewed in the United States on February 22, 2024",Estado perfecto sin ningun detalle libre para cualquier compañía|,5
Grant,"Reviewed in the United States on August 5, 2023",This came a week earlier than was expected. Very happy with that.  The phone is a gift for my son and he likes it.,5
Amazon Customer,"Reviewed in the United States on November 15, 2023","Muy buen celular, lo compré para enviarlo a mi hijo. Está muy feliz con su nuevo celular. Se lo recomiendo a todos.|",5
John and Dorothy Conner,"Reviewed in the United States on December 12, 2022",This has come to me with not physical defects just like buying one from the factory. No problem turn it on and transfering all my data from my old phone and this at a great price.,5
Ivan Gutierrez,"Reviewed in the United States on January 12, 2023",First time buying renewed  cellphone. Can't tell if was pre-owned or not. Looks like a new cellphone to me. Thanks to the seller. For accuracy description. Definitely will buy again renewed tech.,5
Amazon Customer|Amazon Customer,"Reviewed in the United States on April 7, 2023","excellent condition without any scratches on the screen that is excessively noticeable, it works correctly for the moment I would say that everything is fine",5
amadeo,"Reviewed in the United States on March 8, 2024",Excelente,5
Paige,"Reviewed in the United States on February 10, 2023","Product was as promised .. I am very happy with my purchase.  Good quality, like new..  10 out of 10 would order from thus seller again !",5
Andrey,"Reviewed in the United States on July 27, 2023","The phone is superb, iPhone users in my family like photos made by the phone better then theirs.",5
Brittny Grayson,"Reviewed in the United States on February 26, 2023",I ordered a good condition phone and it looks BRAND NEW. put my Sim card in and everything has worked perfectly.Thank you Macalegin electronics!!!!,5
mcdrrt,"Reviewed in the United States on May 25, 2023",I had a technical problem with the phone.  The seller replaced it without a problem,5
Keath wilbur,"Reviewed in the United States on December 21, 2022",I was expecting the phone to not be that good but I like it better then the s22. It's performance is great for the price thank you.,5
Amazon Customer,"Reviewed in the United States on October 7, 2023","Received a like new condition phone, no complaints!",5
Gisel V.,"Reviewed in the United States on November 25, 2023",Excelente. It work like new Phone. I'm happy.,5
charles,"Reviewed in the United States on December 21, 2022","I like the phone, what I’m upset about is the mystery box I ordered around the 1st of November and haven’t heard from it.",5
Todo excelente. Gracias,"Reviewed in the United States on December 27, 2023",Me encantó|,5
Brenda Diane P Jenkins,"Reviewed in the United States on June 4, 2023","Don't waste money on new. Same value, same warranty as new.",5
Jimmy Nuñez,"Reviewed in the United States on September 3, 2023",the phone works great as today,5
jonalinsolee,5/15/2024 8:57,"Performance:happy
Product Quality:happy
Best Feature:happy

thank you sa freebies. akala ko sa SM lang mkakakuha nang freebies bukod sa earpuds. Satisfied. My first smart watch. mahal kasi sa Apple??
https://cf.shopee.vn/file/ph-11134103-7r98t-lvbr7nnwp8i761
https://cf.shopee.vn/file/ph-11134103-7r98t-lvbr7nnwp8i761",5
z*****_,5/15/2024 11:05,"Product Quality:10/10
Best Feature:battery life

Best Feature:battery life
Product Quality:10/10
https://cf.shopee.vn/file/ph-11134103-7r98w-lvbpm51ytqz5a0
https://cf.shopee.vn/file/ph-11134103-7r98o-lvbpm51yscb35b
https://cf.shopee.vn/file/ph-11134103-7r98w-lvbpm51ytqz5a0
https://cf.shopee.vn/file/ph-11134103-7r98o-lvbpm51yscb35b",5
yourex,5/15/2024 13:46,"Best Feature:the long battery life
Performance:just delivered today
Product Quality:looks super nice

I already have a Huawei Band 6 and I love it so much
But when I saw  this  watch fit 3 that looks like the iWatch, I told myself that I needed to buy this
https://cf.shopee.vn/file/ph-11134103-7r98o-lvbv6rozrb2p66
https://cf.shopee.vn/file/ph-11134103-7r98r-lvbv6rozbutta4
https://cf.shopee.vn/file/ph-11134103-7r98z-lvbv6rozbuq787
https://cf.shopee.vn/file/ph-11134103-7r98o-lvbv6rozrb2p66
https://cf.shopee.vn/file/ph-11134103-7r98r-lvbv6rozbutta4
https://cf.shopee.vn/file/ph-11134103-7r98z-lvbv6rozbuq787",5
malougobautista,5/15/2024 13:55,"Performance:smooth
Product Quality:Looks durable
Best Feature:easy to use

Sulit sa freebies and discount.. Fast transaction and super bilis ang delivery.
https://cf.shopee.vn/file/ph-11134103-7r98s-lvbvo1frhd1r40
https://cf.shopee.vn/file/ph-11134103-7r98s-lvbvo1frhd1r40",5
offx.richel,5/16/2024 1:03,"Performance:10/10
Product Quality:10/10
Best Feature:10/10

worth the price. daming freebies
Almost same ni applewatch SE 
malakas din ang sound like phone kaloka ang ganda ??
https://cf.shopee.vn/file/ph-11134103-7r98t-lvcjix8w339r18
https://cf.shopee.vn/file/ph-11134103-7r98t-lvcjix8w339r18",5
xoqiut8ale,5/16/2024 4:49,"Product Quality:Worth every penny
Performance:Responsive
Best Feature:Work out tracker

I got this with an extra voucher so paying for ?4,899 is a steal and bang for your buck! I love the size of the display and how light weight it is. Maganda din ang resolution and it pairs well with my iPhone 15.
Excited to use this as my workout buddy kasi I do run, badminton and lift weights.
https://cf.shopee.vn/file/ph-11134103-7r98o-lvcrjziruaj542
https://cf.shopee.vn/file/ph-11134103-7r98p-lvcrjzirx3o1b5
https://cf.shopee.vn/file/ph-11134103-7r98v-lvcrjzirrhan24
https://cf.shopee.vn/file/ph-11134103-7r98w-lvcrjzisp70x18
https://cf.shopee.vn/file/ph-11134103-7r98o-lvcrjziruaj542
https://cf.shopee.vn/file/ph-11134103-7r98p-lvcrjzirx3o1b5
https://cf.shopee.vn/file/ph-11134103-7r98v-lvcrjzirrhan24
https://cf.shopee.vn/file/ph-11134103-7r98w-lvcrjzisp70x18",5
r*****n,5/16/2024 5:40,"Performance:premium feels
Product Quality:100
Best Feature:Price and its looks

First time using huawei watch at mukhang di ako bibiguin nito. Dami pang freebies na kasama. Thank you
https://cf.shopee.vn/file/ph-11134103-7r98q-lvcphnda0zwx51
https://cf.shopee.vn/file/ph-11134103-7r98q-lvcphnda0zwx51",5
m*****z,5/16/2024 6:53,"Performance:Superb

Ang ganda grabe! From Watchfit 2 to this Watchfit 3. Akala ko di mo makikita or mararamdaman na may difference but I was wrong. Appearance palang super ganda na ng improvement, Dont get me wrong, maganda ang watchfit 2 ko pero mas pinaganda pa kasi ang watchfit 3. Sobrang generous din sa freebies.
https://cf.shopee.vn/file/ph-11134103-7r98r-lvcvxpwg5429c2
https://cf.shopee.vn/file/ph-11134103-7r98r-lvcvxpwg5429c2",5
rx_rubeee04,5/16/2024 7:10,"Performance:haven't tried yet
Best Feature:water resistant
Product Quality:excellent

Ang ganda nung watch super solid. ???? pero mas na excite ako sa freebies haha. Ps video not related
https://cf.shopee.vn/file/ph-11134103-7r98t-lvcwggwiebf32b
https://cf.shopee.vn/file/ph-11134103-7r991-lvcwggwih4jz8c
https://cf.shopee.vn/file/ph-11134103-7r98t-lvcwggwiebf32b
https://cf.shopee.vn/file/ph-11134103-7r991-lvcwggwih4jz8c",5
ronelljohntandoc,5/16/2024 7:19,"Best Feature:Sulit
Performance:Very Good
Product Quality:Very Good

Very good and ang dami pang freebies ??
Very Sulit, super fast delivery pa 3 days lang waiting time..
https://cf.shopee.vn/file/ph-11134103-7r98z-lvcwn9hufdcf31
https://cf.shopee.vn/file/ph-11134103-7r98x-lvcwn9hugrwvd3
https://cf.shopee.vn/file/ph-11134103-7r992-lvcwuuo0o8y712
https://cf.shopee.vn/file/ph-11134103-7r98u-lvcwzviq211t2e
https://cf.shopee.vn/file/ph-11134103-7r98z-lvcwn9hufdcf31
https://cf.shopee.vn/file/ph-11134103-7r98x-lvcwn9hugrwvd3
https://cf.shopee.vn/file/ph-11134103-7r992-lvcwuuo0o8y712
https://cf.shopee.vn/file/ph-11134103-7r98u-lvcwzviq211t2e",5
rrb018,5/16/2024 10:52,"Product Quality:Superb quality. I upgraded my amazfit gts mini 2
Performance:Great display and cool watch faces.
Best Feature:Larger screen and lightweight. Red button with different functions.

3 days delivery. 1500 worth of voucher discount got it at 5384. Plus free buds and huawei gift. There is also a 0% interest spaylater
https://cf.shopee.vn/file/ph-11134103-7r98p-lvd4esz7qlov7d
https://cf.shopee.vn/file/ph-11134103-7r98y-lvd4esz7s09be1
https://cf.shopee.vn/file/ph-11134103-7r98y-lvd4esz7tetr06
https://cf.shopee.vn/file/ph-11134103-7r98v-lvd4esz7ute724
https://cf.shopee.vn/file/ph-11134103-7r98q-lvd4esz7w7yn41
https://cf.shopee.vn/file/ph-11134103-7r98p-lvd4esz7qlov7d
https://cf.shopee.vn/file/ph-11134103-7r98y-lvd4esz7s09be1
https://cf.shopee.vn/file/ph-11134103-7r98y-lvd4esz7tetr06
https://cf.shopee.vn/file/ph-11134103-7r98v-lvd4esz7ute724
https://cf.shopee.vn/file/ph-11134103-7r98q-lvd4esz7w7yn41",5
mildred2408,5/16/2024 13:29,"Product Quality:Sobrang premium
Performance:Great
Best Feature:Looks.. Sobrang ganda...

Sulit na sulit... Sobrang premium ng watch..
At andami freebies....
Eto na ang pinaka sulit na purchased ko??
Sobrang bait at responsive din ng seller..
Thank you so much po.??
Salamat din kuya rider. ??
https://cf.shopee.vn/file/ph-11134103-7r98w-lvda4t5di0ghab
https://cf.shopee.vn/file/ph-11134103-7r992-lvda4t5d2k7lc8
https://cf.shopee.vn/file/ph-11134103-7r98w-lvda4t5di0ghab
https://cf.shopee.vn/file/ph-11134103-7r992-lvda4t5d2k7lc8",5
k*****a,5/16/2024 21:35,"Performance:smooth
Product Quality:good
Best Feature:screen

Thank you so much ang ganda at ang dami pang freebies. Ang bilis lang din dumating.
https://cf.shopee.vn/file/ph-11134103-7r98v-lvdrhnn33sup74
https://cf.shopee.vn/file/ph-11134103-7r990-lvdrhnnd3e8hfb
https://cf.shopee.vn/file/ph-11134103-7r98v-lvdrhnn33sup74
https://cf.shopee.vn/file/ph-11134103-7r990-lvdrhnnd3e8hfb",5
jevelsonmadarcosrn,5/16/2024 22:19,"Best Feature:Bluetooth calling, Screen Brightness, Compatibility with iOS and Android, Battery Life , Price
Performance:with 100+ workout modes
Product Quality:Superb for the price

Daming freebies ni Huawei. Sulit na sulit for the price. Got it for 4999 as preorder. Legit astig ng watch.
https://cf.shopee.vn/file/ph-11134103-7r98z-lvdsw149qb0v3d
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdsw149aurz36
https://cf.shopee.vn/file/ph-11134103-7r98v-lvdsw149auvla3
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdsw12bdp75fd
https://cf.shopee.vn/file/ph-11134103-7r991-lvdsw14a5r9rfe
https://cf.shopee.vn/file/ph-11134103-7r98z-lvdsw149qb0v3d
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdsw149aurz36
https://cf.shopee.vn/file/ph-11134103-7r98v-lvdsw149auvla3
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdsw12bdp75fd
https://cf.shopee.vn/file/ph-11134103-7r991-lvdsw14a5r9rfe",5
f*****s,5/16/2024 23:44,"Fast delivery in just 3 days! Nagulat pa ko ang laki nung box. Yun pala may iba pang freebies like the tote bag & insulated cup. Thank you so much din Huawei for the Php 1,500 discount! Great buy na for the watch plus the Freebuds SE 2 and freebies! No doubt naman sa ganda ng product and performance ng Huawei watch. This is an upgrade from my Huawei Band 7, so sure ako na good quality.
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdvs9k03pht07
https://cf.shopee.vn/file/ph-11134103-7r992-lvdvs9k03pe788
https://cf.shopee.vn/file/ph-11134103-7r990-lvdvs9k0j5qpa9
https://cf.shopee.vn/file/ph-11134103-7r98p-lvdvs9k03pht07
https://cf.shopee.vn/file/ph-11134103-7r992-lvdvs9k03pe788
https://cf.shopee.vn/file/ph-11134103-7r990-lvdvs9k0j5qpa9",5
shishucart,5/17/2024 5:05,"Best Feature:Sleep and Steps counter
Performance:Long-lasting battery life
Product Quality:Cheap but high quality

I received the item earlier than stated. I used it muna for a day and it is really nice, the freebies are also worthy. I didn’t expect the free items looking that really nice. I love the coffee tumbler. For the watch, I used it a lot, and it tracks my sleep that well, and I really like when I use it during workouts. Now, I can count my steps.
https://cf.shopee.vn/file/ph-11134103-7r990-lve7iqvx1sgf70
https://cf.shopee.vn/file/ph-11134103-7r98v-lve7iqvx1sk14f
https://cf.shopee.vn/file/ph-11134103-7r990-lve7iqvx1sgf70
https://cf.shopee.vn/file/ph-11134103-7r98v-lve7iqvx1sk14f",5
shobegsantos,5/17/2024 9:14,"Product Quality:Superb
Best Feature:Excellent
Performance:Good

Super ganda and sulit nitong watch na to. Buti may less pa na 1500 kaya sulit talaga, dami pa freebie. Thank you huawei
https://cf.shopee.vn/file/ph-11134103-7r98p-lvegdosgo8y70a
https://cf.shopee.vn/file/ph-11134103-7r98y-lvegdosgo91te8
https://cf.shopee.vn/file/ph-11134103-7r98p-lvegdosgo8y70a
https://cf.shopee.vn/file/ph-11134103-7r98y-lvegdosgo91te8",5
a*****r,5/18/2024 2:03,"Product Quality:Excellent
Performance:Excellent
Best Feature:Excellent

super worth it ng bundle! ang ganda ng features ng watch, pedeng mag-sync sa strava. daming freebies na dumating. thanks huawei! ??
https://cf.shopee.vn/file/ph-11134103-7r98q-lvfghl7trpoxce
https://cf.shopee.vn/file/ph-11134103-7r98q-lvfghl7trplbbc
https://cf.shopee.vn/file/ph-11134103-7r98q-lvfghl7trpoxce
https://cf.shopee.vn/file/ph-11134103-7r98q-lvfghl7trplbbc",5
dennisomero,5/18/2024 6:44,"Performance:great
Product Quality:very good
Best Feature:freebies

Best upgrade if galing sa fit 2 got this for less than 5k then marami pa free like freebuds cup and bag
https://cf.shopee.vn/file/ph-11134103-7r98r-lvfqg9febadrdf
https://cf.shopee.vn/file/ph-11134103-7r98r-lvfqg9febadrdf",5
m*****n,5/18/2024 13:00,"Performance:Fast and vibrant color
Best Feature:Crown and 60Hz
Product Quality:Durable and minimalist

All specifications are subject to the actual product. *Devices complying with the 5 ATM-rated water have a water resistance rating of 50 meters under ISO standard 22810:2010. This means that they may be used for shallow-water activities like swimming in a pool or ocean. It has smartwatch looks, but the Watch Fit is best thought of as an advanced-looking exercise tracker that pulls off telling you the time and delivering notifications better than anything Fitbit or Samsung offers at the price. It is great, and definitely one of the best fitness trackers around.
https://cf.shopee.vn/file/ph-11134103-7r98x-lvg3uimubu4vaf
https://cf.shopee.vn/file/ph-11134103-7r98q-lvg3uioi9ej56d
https://cf.shopee.vn/file/ph-11134103-7r98s-lvg3uios8ztb15
https://cf.shopee.vn/file/ph-11134103-7r98s-lvg3uiosog27ee
https://cf.shopee.vn/file/ph-11134103-7r98x-lvg3uimubu4vaf
https://cf.shopee.vn/file/ph-11134103-7r98q-lvg3uioi9ej56d
https://cf.shopee.vn/file/ph-11134103-7r98s-lvg3uios8ztb15
https://cf.shopee.vn/file/ph-11134103-7r98s-lvg3uiosog27ee",5
j*****i,5/18/2024 17:44,"Best Feature:The fitness, battery life & customizable
Performance:Daig pa si A****, charot!
Product Quality:High Quality

Akala ko iba yung laman ng parcel kasi ang laki ng box. Grabeng freebies naman yan Huawei! Sobrang sulit na ng watch + free buds SE 2, may pa suprise pang tumbler and leather tote bag pa! Sige kayo, maspoiled kami nyan. ?? Pre-order daw, pero ang bilis ng delivery, bat naman ganon kayo so much?!!
https://cf.shopee.vn/file/ph-11134103-7r98y-lvgdvu31i15b4b
https://cf.shopee.vn/file/ph-11134103-7r98y-lvgdvu31i15b4b",5
e*****y,5/19/2024 10:01,"Performance:Great performance
Best Feature:Price and Battery ?? Life
Product Quality:Superb

This is really good alternative for an apple watch ??. Especially for the price and battery life. Also, its 1500 nits peak brightness ?? in compare to Apple Watch SE 2 1000 nits. More sports and workout ?????? features and importantly the always on display (AOD) mode. 

Thank you (Huawei) for the amazing watch, freebies and discounts!
https://cf.shopee.vn/file/ph-11134103-7r98u-lvhc9gyku2bz23
https://cf.shopee.vn/file/ph-11134103-7r98o-lvhcj29jiurz67
https://cf.shopee.vn/file/ph-11134103-7r990-lvhcj29kt7inf6
https://cf.shopee.vn/file/ph-11134103-7r98p-lvhcj29kdr9r55
https://cf.shopee.vn/file/ph-11134103-7r98o-lvhcj29jyb0v85
https://cf.shopee.vn/file/ph-11134103-7r98u-lvhc9gyku2bz23
https://cf.shopee.vn/file/ph-11134103-7r98o-lvhcj29jiurz67
https://cf.shopee.vn/file/ph-11134103-7r990-lvhcj29kt7inf6
https://cf.shopee.vn/file/ph-11134103-7r98p-lvhcj29kdr9r55
https://cf.shopee.vn/file/ph-11134103-7r98o-lvhcj29jyb0v85",5
beemaecaldozaabatayo,5/19/2024 11:24,"Performance:super great
Product Quality:maganda..matibay at orig
Best Feature:10/10

Thank u so much seller...I love it so much..thank u also for the freebies...na excite Ako Ng sobra....
https://cf.shopee.vn/file/ph-11134103-7r98x-lvhfty4gfgwf41
https://cf.shopee.vn/file/ph-11134103-7r98o-lvpi4nqxtpmp12
https://cf.shopee.vn/file/ph-11134103-7r990-lvpi4nqy95vl6c
https://cf.shopee.vn/file/ph-11134103-7r98x-lvhfty4gfgwf41
https://cf.shopee.vn/file/ph-11134103-7r98o-lvpi4nqxtpmp12
https://cf.shopee.vn/file/ph-11134103-7r990-lvpi4nqy95vl6c",5
refamonterexther,5/20/2024 6:58,"Best Feature:amoled display
Performance:smooth parang sa apple watch
Product Quality:superb

Salamat seller worth it ang pag order ang daming freebies may pa gift box na laman is coffee mug and tote bag ang ganda ng quality nila. Tapos yung isang freebies na freebuds SE 2 ganda ng base at malakas. Lastly, yung fit 3 smartwatch ang ganda gamitin solid tapos very smooth yung mga transitions between apps para talagang apple watch SE but better and cheaper. I love huawei. Btw, nakuha ko lang to sa preorder price with voucher pa for only 4k plus then naka installment s spaylater zero interest. Perfect.??
https://cf.shopee.vn/file/ph-11134103-7r98o-lvilma1i8bprf4
https://cf.shopee.vn/file/ph-11134103-7r991-lvilma1i8btdea
https://cf.shopee.vn/file/ph-11134103-7r98q-lvilma17uonje1
https://cf.shopee.vn/file/ph-11134103-7r992-lvilma1hsvgve3
https://cf.shopee.vn/file/ph-11134103-7r992-lvilma1hsvkh90
https://cf.shopee.vn/file/ph-11134103-7r98o-lvilma1i8bprf4
https://cf.shopee.vn/file/ph-11134103-7r991-lvilma1i8btdea
https://cf.shopee.vn/file/ph-11134103-7r98q-lvilma17uonje1
https://cf.shopee.vn/file/ph-11134103-7r992-lvilma1hsvgve3
https://cf.shopee.vn/file/ph-11134103-7r992-lvilma1hsvkh90",5
j*****2,5/20/2024 11:23,"Performance:superb, midrange of smartwatches
Best Feature:fitness and health monitoring
Product Quality:solid and decent

Unang bili ko ng Huawei product tapos ang ganda pa ng relo na ito, asagan mong matibay at pagkakamalan na mamahalin sa totoo lang sa stado ng buhay ko mahal na ito pero salamat sa voucher at may freebies pa.
https://cf.shopee.vn/file/ph-11134103-7r98z-lviv3mucmn9r91
https://cf.shopee.vn/file/ph-11134103-7r990-lviv3mucmndd67
https://cf.shopee.vn/file/ph-11134103-7r98z-lviv3mucmn9r91
https://cf.shopee.vn/file/ph-11134103-7r990-lviv3mucmndd67",5
h*****9,5/21/2024 6:16,"Best Feature:can be paired with ios

Late review

Nag order agad ako nito nung pag ka-list nila dito. Got early bird and shopee voucher and i got it for 4,899 only. Ang daming freebies and expected ko lang is yung buds pero meron pa travel Kit (tote + tumbler) na maganda rin quality. 

Ang ganda nung watch kasi can be connected sa ios buti nag delay ako pag bili nung ?? watch and nakita ko to medyo limited yung pwede gawin using ios pero goods na sya for its price and na connect man sya sa ios compare sa other brands na cannot be talaga. 

Napalitan ko na rin sya straps and nalagyan tempered para safe na safe! 

Thank you huawei!
https://cf.shopee.vn/file/ph-11134103-7r98p-lvjzi89n13kf1a
https://cf.shopee.vn/file/ph-11134103-7r98s-lvjzi89mn1zl9a
https://cf.shopee.vn/file/ph-11134103-7r991-lvjzi89m7lqpdc
https://cf.shopee.vn/file/ph-11134103-7r98t-lvjzi89mlnbjc3
https://cf.shopee.vn/file/ph-11134103-7r98s-lvjzi89m672n8b
https://cf.shopee.vn/file/ph-11134103-7r98p-lvjzi89n13kf1a
https://cf.shopee.vn/file/ph-11134103-7r98s-lvjzi89mn1zl9a
https://cf.shopee.vn/file/ph-11134103-7r991-lvjzi89m7lqpdc
https://cf.shopee.vn/file/ph-11134103-7r98t-lvjzi89mlnbjc3
https://cf.shopee.vn/file/ph-11134103-7r98s-lvjzi89m672n8b",5
fleendwilght,5/22/2024 3:42,"Best Feature:BATTERY LIFE
Product Quality:100/10
Performance:100/10

Best feature is the battery life. I've been using it for three whole days, and the battery percentage is at 51%. And I was shocked by all the freebies 1. Earbuds with great sound quality 2. Tote bag 3. Tumbler.
Thank u Huawei ??
https://cf.shopee.vn/file/ph-11134103-7r98r-lvl95kyrnj0500
https://cf.shopee.vn/file/ph-11134103-7r98r-lvl95kyrnj0500",5
c*****e,5/24/2024 6:34,"Di ko ineexpect na sobrang laki pala ng box pagdating. Ang ganda din ng quality ng mga freebies, yung tote bag makapal same with the tumbler ang ganda din. When it comes to smartwatch naman sobrang sulit ang upgrade from mi band 5. Ganitong watch kasi yung hinahanap ko merong jumping rope na option as workout. Sobrang premium din ng feels pagsuot. At ang sobrang gusto ko dito is compatible sya sa ios.
https://cf.shopee.vn/file/ph-11134103-7r98u-lvoac9wodts189
https://cf.shopee.vn/file/ph-11134103-7r98u-lvoac9wodts189",5
c*****9,5/24/2024 10:40,"Performance:goods na goods
Best Feature:mas ok sya kesa sa apple watch. Hehehe
Product Quality:ganda. Lakas ng dating!

Sulit na sulit ang pagkakabili! Freebies palang panalong panalo na. Bet na bet ko lahat. Good job Huawei!
https://cf.shopee.vn/file/ph-11134103-7r98r-lvog6y6boqtwbd
https://cf.shopee.vn/file/ph-11134103-7r98s-lvoj5fgo4vep3a
https://cf.shopee.vn/file/ph-11134103-7r98q-lvoj5fgoix90b3
https://cf.shopee.vn/file/ph-11134103-7r98z-lvoj5fgo3h049b
https://cf.shopee.vn/file/ph-11134103-7r98r-lvog6y6boqtwbd
https://cf.shopee.vn/file/ph-11134103-7r98s-lvoj5fgo4vep3a
https://cf.shopee.vn/file/ph-11134103-7r98q-lvoj5fgoix90b3
https://cf.shopee.vn/file/ph-11134103-7r98z-lvoj5fgo3h049b",5
ginger__24,5/24/2024 12:25,"First thing, very good packaging. Everything inside is secured. Ang daming freebiessss!!! Sulit tlga kapag pre-order. Already tested the unit. Works well naman. Pati huawei buds is okay.
https://cf.shopee.vn/file/ph-11134103-7r98u-lvomph18joqp73
https://cf.shopee.vn/file/ph-11134103-7r991-lvomph18l3b57f
https://cf.shopee.vn/file/ph-11134103-7r98x-lvomqcqg5nup83
https://cf.shopee.vn/file/ph-11134103-7r98y-lvomqcqg72f533
https://cf.shopee.vn/file/ph-11134103-7r98u-lvomph18joqp73
https://cf.shopee.vn/file/ph-11134103-7r991-lvomph18l3b57f
https://cf.shopee.vn/file/ph-11134103-7r98x-lvomqcqg5nup83
https://cf.shopee.vn/file/ph-11134103-7r98y-lvomqcqg72f533",5
d*****o,5/25/2024 3:29,"Delivered on scheduled time. Super secured and lots of freebies. Smartwatch lang binili ko pero ang dami ko inunbox. Thanks Huawei love the smartwatch, it perfectly connected to my IOS.
https://cf.shopee.vn/file/ph-11134103-7r98u-lvpj5vziid3oed
https://cf.shopee.vn/file/ph-11134103-7r98t-lvpj5vzixtck95
https://cf.shopee.vn/file/ph-11134103-7r991-lvpj5vzjd9lge2
https://cf.shopee.vn/file/ph-11134103-7r992-lvpj5vziicxtd0
https://cf.shopee.vn/file/ph-11134103-7r98q-lvpj5vzjspuc1f
https://cf.shopee.vn/file/ph-11134103-7r98u-lvpj5vziid3oed
https://cf.shopee.vn/file/ph-11134103-7r98t-lvpj5vzixtck95
https://cf.shopee.vn/file/ph-11134103-7r991-lvpj5vzjd9lge2
https://cf.shopee.vn/file/ph-11134103-7r992-lvpj5vziicxtd0
https://cf.shopee.vn/file/ph-11134103-7r98q-lvpj5vzjspuc1f",5
m*****l,5/25/2024 6:46,"Performance:10/10
Product Quality:10/10
Best Feature:10/10

This is worth waiting for though I received the item after 9 days. Great deal for it comes with lots of freebies and big discount as well, got this for only 4,995.00. thank you Huawei for this good offer.
https://cf.shopee.vn/file/ph-11134103-7r991-lvpq3bm5wrmca4
https://cf.shopee.vn/file/ph-11134103-7r990-lvpq3bm5y66sc7
https://cf.shopee.vn/file/ph-11134103-7r98u-lvpq3plhg7pd07
https://cf.shopee.vn/file/ph-11134103-7r991-lvpq3bm5wrmca4
https://cf.shopee.vn/file/ph-11134103-7r990-lvpq3bm5y66sc7
https://cf.shopee.vn/file/ph-11134103-7r98u-lvpq3plhg7pd07",5
jhanera,5/26/2024 14:54,"Performance:Good
Best Feature:easy to use
Product Quality:high quality

Useful natuwa ako sa product hopefully magtagal kasi may kamahalan ang price, ang daming freebies  hindi ko yun ineexpect, my warranty slip din ang watch
https://cf.shopee.vn/file/ph-11134103-7r98o-lvrmw56mwbghc3
https://cf.shopee.vn/file/ph-11134103-7r98s-lvrmw56mxq0xf3
https://cf.shopee.vn/file/ph-11134103-7r98o-lvrmw56mwbghc3
https://cf.shopee.vn/file/ph-11134103-7r98s-lvrmw56mxq0xf3",5
p*****t,5/27/2024 7:29,"Product Quality:ganda niya
Performance:superb
Best Feature:health tracker

Grabe sa ganda nga features. Sana lang may calculator and may quick replies. Pero all in all. Ganda niya lalo na yung feature sa health
https://cf.shopee.vn/file/ph-11134103-7r98u-lvsmbyvgcxjo44
https://cf.shopee.vn/file/ph-11134103-7r98u-lvsmbyvgcxjo44",5
